;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
miR-122-5p;743.597603137605;-0.1920857851149;1.04510610794629;-0.183795486079746;0.854173897402153;0.966243378863126
miR-10c-5p;2064.98111698018;-0.164726916637067;0.6617221386785;-0.24893668657669;0.803409756581947;0.966243378863126
miR-10545-3p;47.2381928134296;-1.51666489798979;2.48135883335881;-0.611223527044979;0.541051609914105;0.966243378863126
miR-103-3p;809.25514625799;-0.509747395410811;0.738476549394176;-0.690268899979279;0.490025101705182;0.966243378863126
miR-101b-5p;180.35833989166;-0.256244706192263;1.60742761244463;-0.159412905569388;0.873343571755546;0.966243378863126
miR-101a-3p;1309.24771197902;-0.227415805826354;0.687214562115026;-0.330924020478323;0.740701877532106;0.966243378863126
let-7j-3p;38.2440964380799;-0.604401736679765;2.60023005781686;-0.232441639101433;0.816195011066867;0.966243378863126
let-7i-5p;667.99114380475;-0.260390927618628;1.48504445221013;-0.175342177287083;0.860810772408258;0.966243378863126
let-7h-1-5p;26749.3972885643;-0.23347639770245;0.546617775061826;-0.42712917207283;0.669285246141724;0.966243378863126
let-7g-5p;45511.2383947141;0.415264853758625;0.610416310192221;0.680297768629179;0.496315937124697;0.966243378863126
let-7e-5p;225525.287717612;0.414369198218709;0.573600837212086;0.722399918787946;0.470048636826656;0.966243378863126
let-7e-1-3p;55.7600189407838;-0.199863778117757;1.66136121365513;-0.120301218347358;0.904244539021235;0.966243378863126
let-7a-3/7-3p;132.016223433747;-0.152974954646887;1.17606228431027;-0.130073854665447;0.896507995313611;0.966243378863126
REV_let-7f-5p_REV_gac-let-7g-5p;18.4075930863195;-1.00509716511268;3.65624133665422;-0.27489902130816;0.783393819074554;0.966243378863126
REV_miR-1306-5p;138.094726924129;-0.719004546269382;1.37896568653054;-0.521408584196456;0.602082172791114;0.966243378863126
REV_miR-191-5p;93256.1839215791;-0.0832588383066191;0.726039367811878;-0.114675377118383;0.908702431364137;0.966243378863126
REV_miR-210-3p;93.7925473037567;1.22039960879614;2.38968157421243;0.510695492640414;0.609564297391223;0.966243378863126
REV_miR-8159-5p;14.9306442518728;-1.61049019767958;3.74273951622494;-0.430297163534368;0.666979490166345;0.966243378863126
REV_miR-9-1/3/5/6-3p;11.0806277587226;0.858508997630449;3.74235762965995;0.229403248590236;0.818555511474712;0.966243378863126
miR-199-3p;6978.89602257637;0.0848776052473436;0.904603815266308;0.0938284847078124;0.925245403971552;0.971249748948029
miR-143-5p;10.426307069897;0.327098784156959;3.74262731353709;0.0873981715929453;0.930355022676533;0.971249748948029
REV_miR-18a/b-5p;14.5787681507915;0.354644121564607;3.7376121333462;0.094885212513237;0.924406002226055;0.971249748948029
miR-338-3p;42.5552253908532;0.116204006156288;3.0760795724749;0.0377766580540029;0.969865755259431;0.991249749378564
miR-23a-2-5p;105.218828825506;0.0652043052002449;1.75610731853109;0.0371300230414081;0.970381333602174;0.991249749378564
miR-144-3p;49.3916915152341;-0.119785685054686;2.48988582838684;-0.0481089067173388;0.961629447892567;0.991249749378564
miR-10b-5p;20923.9773993726;-0.0425320450679724;0.787871220651595;-0.0539834987662032;0.956948311146601;0.991249749378564
miR-375a-3p;166872.672647612;0.027930531960394;1.11379394740567;0.0250769291981267;0.979993602227577;0.993065841208092
miR-29b-1a/2a-3p;45.7616492776804;0.0240121064719386;2.49101103697448;0.00963950224046502;0.992308909098058;0.993065841208092
miR-200a-3p;5106.92732342069;-0.0219026466691472;1.21049630990393;-0.0180939392296747;0.985563912955457;0.993065841208092
miR-184-3p;22162.5888222568;0.0103361987108323;1.18932804980878;0.00869078864531463;0.993065841208092;0.993065841208092
miR-730-5p;9.81225940474961;-6.66559138769623;3.91063927071727;-1.70447615498774;NA;NA
miR-7147-5p;15.7178831026323;-21.5657341234238;3.90918680370062;-5.5166803753171;NA;NA
miR-23a-3-5p;83.1547561022827;-1.06261289777027;2.26818560958768;-0.468485865212521;NA;NA
miR-22a-5p;720.245689191528;-0.895988228639689;1.01449913586777;-0.883182840637203;NA;NA
miR-222c-5p;14.9842211664057;-1.69584253145477;3.74321110815627;-0.453044854392427;NA;NA
miR-205-1-5p;39859.5256312835;-1.37696445105731;1.38004551389263;-0.997767419404434;NA;NA
miR-19a-1-3p;14.1140174799148;-21.4253974157526;3.90946203549506;-5.48039531301894;NA;NA
miR-194a-5p;88.7653019091709;-1.12013416498361;1.88221893895612;-0.5951136405018;NA;NA
miR-193a-2-5p;98.1804252208398;1.73315409080212;1.85543972161596;0.93409344998428;NA;NA
miR-181b-3-3p;14.5719960354836;20.8789551336641;3.9101979372559;5.33961591425639;NA;NA
miR-150-3p;102.362093233639;-1.34625861424844;1.84734967513208;-0.728751374128554;NA;NA
miR-140-5p;22.9652721581851;0.956923563472355;3.73352699149256;0.256305516379782;NA;NA
REV_miR-733-3p;87.0945449368932;23.3793686756291;3.26605943511297;7.15828022732245;NA;NA
