Gene	D15_M_MP	D21_M_MP	D22_M_MP	D24_M_MP	D46_M_MP	D48_M_MP	D50_M_MP	D52_M_MP	D57_M_MP	D60_M_MP	D12_M_MPP	D13_M_MPP	D20_M_MPP	D47_M_MPP	D61_M_MPP
a114_gac-miR-23a-3-5p	408.666844994915	118.659891617056	144.92854245881	216.112715998839	126.677795692937	457.298656351593	120.020823438811	514.445088711786	182.53785989698	291.507158831004	579.418157551504	236.993897951257	284.768335875415	198.144854610692	260.365042266377
a112_gac-miR-23a-2-5p	112.757163024512	268.689639638621	386.476113223493	115.080021269382	411.702836002044	493.202269866801	127.080871876389	300.615778464712	247.294221505678	230.963364304565	0	254.505762331892	226.666987749701	224.888331920111	190.361233732493
a118_gac-miR-23a-1-5p	99.6748402426621	17.7307884025486	18.3576153781159	44.8433885697592	89.070325096596	17.0069748229931	49.42033906304	65.8740662374848	38.0091687703224	49.3319807252469	0	43.7796609515869	57.3840475315699	54.094760921324	0
a79_gac-miR-22b-5p	4230.57400054949	1687.15271184251	2165.23242433462	1373.93659196262	2333.64251753081	1454.09634736591	1786.19225470702	1474.84714965035	2209.22427865034	1441.83925483335	4379.20003832371	1194.89287957198	1965.40362795627	1306.78355034659	1393.93548571858
a14_gac-miR-22b-3p	161.348647642809	180.035697625878	130.435688212929	106.975794419426	89.070325096596	130.386806976281	137.670944532754	100.902339554243	6.10023696313816	67.2708828071549	249.079146996226	144.764745546581	134.852511699189	82.0538508357161	142.463891051414
a45_gac-miR-22a-5p	3673.0178629421	998.379777743507	974.885995606262	2853.22813297468	1767.55111802801	1253.79197722844	1111.9576289184	1978.31322732256	1633.9250081267	2132.48698498681	3402.31515684206	1276.61491334828	1583.79971187133	1960.17532551988	442.129317056113
a13_gac-miR-22a-3p	71061.3084477514	53653.3657061121	60678.6821566545	147077.12971838	100542.582969038	46291.0958043181	51573.653836501	134396.165375707	72435.621447294	118076.095865878	88689.8415183866	76852.5680208538	78139.1402231445	57028.0341371252	110868.838799788
a219_gac-miR-223-5p	570.638460389241	3116.52703844797	2043.49244866922	558.111089067003	609.636891772257	2357.35567685377	582.453996100114	428.704240593155	593.599981413059	787.069328843712	743.704403442632	2065.23253928953	2291.77539829207	488.068460896889	1245.33090970805
a173_gac-miR-223-3p	24718.1144446772	65402.0588830009	61856.4681117031	18148.6056077925	21246.2415463747	56626.6123370248	22542.7346611838	20992.9147277775	13297.1088326497	17898.5395522237	30113.845523721	61788.8622806317	52456.9097503904	20083.1358467684	27372.7172737407
a201_gac-miR-222c-5p	46.0996136122312	77.7426876111747	72.464271229405	97.2507221994777	7.91736223080853	21.7311344960468	31.7702179690971	30.3229828712231	39.8861647589803	114.360500772163	332.105529328301	84.6406778397347	60.970550502293	205.438530240534	155.973397961462
a200_gac-miR-222a-5p	61.6738074001472	156.849282022546	139.131400760458	192.880599028964	91.0496656542981	669.885841639007	420.07288203584	118.155071187869	109.804265336487	219.751550503373	314.440341598072	187.376948872792	88.9452736739333	595.65017643705	132.638795116834
a39_gac-miR-222-3p	4380.709228665	3641.63115652345	3775.87162619353	6680.04405152413	6458.58823978206	7525.58635917446	7847.24383836699	8879.40588077334	5677.91286569013	6455.76238672663	6311.77157601074	5351.62575472199	3406.46052159282	6870.64244331063	5288.35788678784
a25_gac-miR-221a-5p	6.22967751516638	51.8284584074498	16.4252348119985	10.2653540099449	0	0	0	43.3932341088193	0	26.9083531228619	0	26.2677965709522	15.7806130711817	0	0
a40_gac-miR-221-3p	2876.86507650384	2890.11850961543	2778.76325407692	4910.62118928363	2303.95240916528	3607.36832634376	4091.29806957595	3531.58188439849	2471.06521906812	3511.54008253348	7062.54205454547	3502.37287612695	2504.81367475302	4019.42307834512	2031.33858447447
a77_gac-miR-21a-3p	0	30.0059496043131	10.6280931136461	24.8529623398665	0	35.9036135152077	67.0704601569828	75.8074571780579	0	82.9674221288243	284.409522456683	100.401355782306	45.1899374311113	113.051972262542	0
a237_gac-miR-218a-2-5p_gac-miR-218b-5p	3.73780650909983	15.0029748021565	5.7971416983524	23.7723987598723	0	27.4001261037111	24.71016953152	30.845792920727	46.4556507192829	24.6659903626234	0	15.1769491298835	0.717300594144623	12.1561260497357	0
a239_gac-miR-218a-2-5p	511.45652399516	570.113042481948	251.209473595271	826.090856905564	261.272953616682	423.284706705607	797.785473446217	1133.45218732434	383.845679680539	603.195582504155	0	310.543728349923	404.557535097568	488.676267199376	541.608413393738
a15_gac-miR-2188-5p	31612.4985507118	27320.417114727	44823.4996116607	14633.5322820714	17325.1679015668	20140.0375181623	23375.8203768179	11109.1907419073	8196.84148246903	18347.0121042714	20458.0539103779	15198.5470959529	13785.0828182714	27033.4009157048	9949.13777075436
a108_gac-miR-2188-3p	84944.1447902997	74518.4119355113	109121.530568653	55604.7212629214	87094.9432200093	45926.3906775583	50945.3095255567	67372.9626494123	40991.7153962998	77280.7901688595	50767.9830179045	30784.6901235306	55911.429411791	42029.1980106588	101929.229636311
a5_gac-miR-2184-5p	185.021422200442	133.662866419213	86.957125475286	273.922867528529	514.628545002555	155.89726921077	165.911138283063	116.586641039358	88.6880604640855	273.568256749096	0	175.118643806348	152.06772595866	331.862241157785	378.266193481341
a142_gac-miR-217a-5p	50.4603878728477	13.6390680019605	0	57.8101515296896	21.7727461347235	15.1173109537717	24.71016953152	19.3439718316423	0	17.938902081908	291.475597548775	5.83728812687826	14.3460118828925	12.1561260497357	66.3193975584169
a135_gac-miR-216b-5p	14.9512260363993	0	0.966190283058733	1.6208453699913	61.3595572887661	0	14.1200968751543	4.70529044553463	0	0	0	0	0	15.8029638646564	0
a58_gac-miR-214a-3p	9127.72349522178	1507.11701421663	1263.77689024082	3894.89142408908	9906.59949129918	3329.58773756821	6318.74335163154	4384.28507513926	4654.48080287441	3587.78041638159	7887.50632154715	2375.19253882676	2164.09589253433	11294.2567128095	3215.2626445914
a27_gac-miR-212b-5p	2.49187100606655	0	0.966190283058733	2.16112715998839	0	0	261.221792190354	10.9790110395808	0	0	0	0	0	0	0
a26_gac-miR-212a-5p	18.0660647939825	23.1864156033328	24.1547570764683	70.7769144896199	140.533179596851	89.7590337880193	14.1200968751543	12.0246311385885	39.4169157618158	24.6659903626234	0	40.27728807546	48.0591398076898	6.07806302486786	0
a38_gac-miR-210-5p	2096.28648385349	3001.9588672315	2564.26901123788	2016.33164026917	4687.07844063865	1831.08428927559	2036.82397424101	3022.88770623124	2432.11755230347	2275.99820164207	906.224130560736	2482.01491154864	2158.35748778117	2347.34794020397	1444.2891023833
a94_gac-miR-210-3p	297.155617473436	1027.02182054762	553.627032192654	584.044614986864	29.690108365532	692.561808069665	1150.78789532507	142.72714351455	184.884104882803	500.046895533184	261.444778407386	883.18169359668	383.038517273229	943.923187761979	176.851726822445
a52_gac-miR-21-5p	126046.934067616	247423.604809965	205670.026983863	153961.400286523	168307.286302528	261789.308282268	193399.436874769	211499.668666484	162683.465577954	223926.829962937	189418.508474924	228785.503387241	198775.471446981	192972.42297653	197160.200119223
a56_gac-miR-20b-5p	0	0	0	0	0	0	0	0	0	0	360.369829696667	7.00474575225391	0	0	0
a126_gac-miR-20a-5p	315.221682267419	461.000498466264	345.896121335026	405.751624287821	178.140650193192	1033.64613646414	515.383535943131	66.9196863364924	225.708767636112	403.625296842929	0	641.517965143921	314.177660235345	615.707784419114	87.1977264194
a203_gac-miR-206-1-3p	17594.4782060844	369.618742853129	1062.80931136461	8912.48840779214	91997.7697814375	5679.38475894509	33969.4230574024	777.418543612221	1446.22540926091	5765.11465657317	7640.19369332395	1417.29355720604	17580.3202618906	48326.6791107244	6277.00816520498
a240_gac-miR-205-1a-3p	6.85264526668302	50.4645516072538	28.985708491762	159.923409839141	0	56.6899160766438	134.140920313966	759.64300192909	40.3554137561447	136.784128374548	0	149.434576048083	110.464291498272	16.4107701671432	0
a178_gac-miR-205-1-5p	3177.75850048637	4105.35946859011	5938.20547967897	28924.5259092847	2177.27461347235	3283.29097277228	11119.576289184	103618.860571465	11732.1634271062	23376.6317754863	8092.4224992178	23668.4521680533	12671.1149955648	3571.46983341235	2879.98124582385
a101_gac-miR-204-2b-3p	5.60670976364974	0	0.966190283058733	0	0	0	0	0	55.8406306625724	0	0	3.50237287612696	0	0	0
a233_gac-miR-204-1/2b-5p	8005.75857474032	1162.04859376703	1288.89783760035	10476.6041898337	17897.1973227427	5076.58198466345	3233.50218441033	2814.28649647921	9987.96490464582	1852.191639957	1542.17088884897	1422.54711652023	1956.07872023239	6261.62052821887	1875.36518651301
a234_gac-miR-202-5p	201.841551491391	66.8314332096064	10.6280931136461	7.56394505995938	0	78.4210505726905	0	12.0246311385885	71.325847569	51.5743434854854	899.158055468645	16.3444067552591	21.5190178243387	0	0
a67_gac-miR-200b-5p	3.11483875758319	20.4586020029407	25.1209473595271	13.5070447499275	0	12.2828151499395	38.8302664066743	431.841100890178	47.8633977107763	20.1812648421465	0	64.7938982083487	51.6456427784129	0	0
a133_gac-miR-200b-3p	1230.36130924536	4655.01390906911	8864.79584706388	12684.7358655519	872.889185946641	2129.65118061258	13322.3114017081	75837.2573508796	6016.24139264572	10554.8015124426	6995.4143411706	23080.6372536766	14142.2985141554	1657.48778688147	3431.41475515216
a128_gac-miR-200a-3p	87.2154852123294	782.882503312532	1320.78211694129	1929.34627207964	51.4628545002555	125.662647303227	1023.70702344869	14095.4817446732	672.433812936691	2318.6030940866	618.281570558007	4346.44473927355	2054.3489016302	261.964516371805	524.414495508223
a221_gac-miR-19c-3p	23.0498068061156	0	1.93238056611747	1.0805635799942	0	0	0	0	0	0	0	4.66983050150261	3.58650297072312	0	0
a220_gac-miR-19b-3p	907.041046208225	613.758060088222	467.636097000427	510.026009757261	81.1529628657875	408.167395751835	384.772639847954	125.474411880923	225.708767636112	562.833052819862	895.625017922599	708.063049790333	584.599984227868	513.596325601334	0
a157_gac-miR-19b-2-5p	78.4939366910964	120.023798417252	87.9233157583447	126.966220649318	243.458888597362	43.4622689920935	165.911138283063	43.9160441583232	114.496755308132	100.906324210732	0	54.8705083926556	87.510672485644	60.7806302486786	207.555151618008
a106_gac-miR-19a-1-5p	7.47561301819966	8.18344080117629	0	0	0	11.3379832153288	0	6.27372059404617	0	0	0	0	0	29.1747025193657	0
a222_gac-miR-19a-1-3p	194.365938473191	189.583045227251	111.111882551754	169.108200269092	55.4215356156597	77.4762186380798	84.7205812509257	78.4215074255771	50.6788916937632	154.723030456456	0	144.764745546581	134.135211105045	134.32519284958	0
a72_gac-miR-199-5p	6971.00913947118	4353.59050622579	4336.26199036759	11415.6139408487	15492.2985451346	4298.98530247882	10678.3232618354	5999.76812810615	4974.97786793775	12007.8525810771	6612.07976742463	7784.02371719216	4741.35692729596	12948.7054681785	6755.98159201577
a20_gac-miR-199-3p	41954.3861936395	15292.1230437981	18975.0109689905	33257.5858650614	40354.7952904311	20609.6189896638	19623.4046322457	15387.8681870467	29245.0052502815	28072.1393954257	20514.5825111147	17431.3098044839	30250.0006562671	29251.2861134791	16360.012868068
a153_gac-miR-196d-5p	80.985807697163	5.45562720078419	19.3238056611747	15.6681719099159	195.954715212511	13.2276470845502	49.42033906304	12.0246311385885	0	33.6354414035774	0	7.58847456494174	50.2110415901236	37.0761844516939	0
a69_gac-miR-196d-3p	256.662713624855	31.3698564045091	38.6476113223493	65.3740965896489	342.425916482469	64.2485715535296	187.091283595794	37.1195135147732	77.8953335293026	31.3930786433389	0	26.2677965709522	88.9452736739333	119.13003528741	146.148302026882
a154_gac-miR-196a-5p	674.051107141003	140.482400420193	158.455206421632	321.467665048274	785.798201407747	239.987311391125	194.151332033371	77.8986973760732	365.544968791125	213.024462222657	0	100.985084594994	490.633606394922	131.286161337146	147.376439018704
a216_gac-miR-194b-5p	2.49187100606655	0	4.83095141529367	5.40281789997099	0	0	0	0	0	0	0	0	0	21.8810268895243	0
a215_gac-miR-194a-5p	158.856776636743	294.603868842346	61.8361781157589	3092.0326841534	1029.25709000511	307.070378748487	638.934383600731	376.946045692274	1433.0864373403	408.110022363406	0	204.305084440739	253.207109733052	740.915882731392	471.604604859854
a207_gac-miR-193a-2-5p	793.037947680681	166.396629623918	92.7542671736384	330.112173688227	589.843486195236	297.62205940238	250.631719533989	120.246311385885	246.824972508513	322.900237474343	1881.34249326937	131.922711667449	110.464291498272	974.313502886318	1.22813699182254
a131_gac-miR-18c-5p	23.6727745576323	103.6569168149	112.078072834813	91.3076225095097	81.1529628657875	168.18008436071	176.501210939429	129.656892276954	59.5946226398882	47.0896179650084	0	130.171525229385	127.679505757743	13.3717386547093	422.479125186952
a130_gac-miR-18a/b-5p	53.5752266304309	225.044622032348	200.001388593158	121.02312095935	0	253.214958475675	172.97118672064	37.1195135147732	0	154.723030456456	0	151.185762486147	126.962205163598	183.557503351009	218.608384544411
a32_gac-miR-18a-3p	106.527485509345	169.12444322431	162.319967553867	123.184248119338	61.3595572887661	113.379832153288	225.921550002469	79.9899375740886	175.499124939513	192.843197380511	0	116.162033724877	181.47705031859	91.1709453730179	0
a76_gac-miR-184-5p	0	1.36390680019605	2.8985708491762	0	0	0	0	18.2983517326347	31.4396828100197	11.2118138011925	0	4.66983050150261	7.17300594144623	0	0
a204_gac-miR-184-3p	272.859875164288	1609.41002423134	2537.21568331223	3743.0722410999	409.723495444342	868.30054790726	2026.23390158464	4234.76140098116	3382.34677156153	5473.60749774217	4209.61423611352	8169.28473356612	5997.3502676432	630.295135678797	766.357482897262
a159_gac-miR-183-5p	145.151486103377	212.769460830584	368.118497845377	595.9308143668	59.380216731064	128.497143107059	1235.508476576	3194.89221251801	151.098177086961	295.991884351481	284.409522456683	698.13965997464	552.32145749136	128.854936127199	417.566577219662
